municipality,state,description,start_date,end_date
087,VER,Xalapa,1/1/22,
087,YUC,Tetiz,1/1/22,
088,CHP,Sunuapa,1/1/22,
088,JAL,Tecolotlán,1/1/22,
088,MEX,Tenancingo,1/1/22,
088,MIC,Tarímbaro,1/1/22,
088,OAX,San Andrés Cabecera Nueva,1/1/22,
088,PUE,Jonotla,1/1/22,
088,VER,Jalcomulco,1/1/22,
088,YUC,Teya,1/1/22,
089,CHP,Tapachula,1/1/22,
089,JAL,Techaluta de Montenegro,1/1/22,
089,MEX,Tenango del Aire,1/1/22,
089,MIC,Tepalcatepec,1/1/22,
089,OAX,San Andrés Dinicuiti,1/1/22,
089,PUE,Jopala,1/1/22,
089,VER,Jáltipan,1/1/22,
089,YUC,Ticul,1/1/22,
090,CHP,Tapalapa,1/1/22,
090,JAL,Tenamaxtlán,1/1/22,
090,MEX,Tenango del Valle,1/1/22,
090,MIC,Tingambato,1/1/22,
090,OAX,San Andrés Huaxpaltepec,1/1/22,
090,PUE,Juan C. Bonilla,1/1/22,
090,VER,Jamapa,1/1/22,
090,YUC,Timucuy,1/1/22,
091,CHP,Tapilula,1/1/22,
091,JAL,Teocaltiche,1/1/22,
091,MEX,Teoloyucan,1/1/22,
091,MIC,Tingüindín,1/1/22,
091,OAX,San Andrés Huayápam,1/1/22,
091,PUE,Juan Galindo,1/1/22,
091,VER,Jesús Carranza,1/1/22,
091,YUC,Tinum,1/1/22,
092,CHP,Tecpatán,1/1/22,
092,JAL,Teocuitatlán de Corona,1/1/22,
092,MEX,Teotihuacán,1/1/22,
092,MIC,Tiquicheo de Nicolás Romero,1/1/22,
092,OAX,San Andrés Ixtlahuaca,1/1/22,
092,PUE,Juan N. Méndez,1/1/22,
092,VER,Xico,1/1/22,
092,YUC,Tixcacalcupul,1/1/22,
093,CHP,Tenejapa,1/1/22,
093,JAL,Tepatitlán de Morelos,1/1/22,
093,MEX,Tepetlaoxtoc,1/1/22,
093,MIC,Tlalpujahua,1/1/22,
093,OAX,San Andrés Lagunas,1/1/22,
093,PUE,Lafragua,1/1/22,
093,VER,Jilotepec,1/1/22,
093,YUC,Tixkokob,1/1/22,
094,CHP,Teopisca,1/1/22,
094,JAL,Tequila,1/1/22,
094,MEX,Tepetlixpa,1/1/22,
094,MIC,Tlazazalca,1/1/22,
094,OAX,San Andrés Nuxiño,1/1/22,
094,PUE,Libres,1/1/22,
094,VER,Juan Rodríguez Clara,1/1/22,
094,YUC,Tixmehuac,1/1/22,
095,JAL,Teuchitlán,1/1/22,
095,MEX,Tepotzotlán,1/1/22,
095,MIC,Tocumbo,1/1/22,
095,OAX,San Andrés Paxtlán,1/1/22,
095,PUE,La Magdalena Tlatlauquitepec,1/1/22,
095,VER,Juchique de Ferrer,1/1/22,
095,YUC,Tixpéhual,1/1/22,
096,CHP,Tila,1/1/22,
096,JAL,Tizapán el Alto,1/1/22,
096,MEX,Tequixquiac,1/1/22,
096,MIC,Tumbiscatío,1/1/22,
096,OAX,San Andrés Sinaxtla,1/1/22,
096,PUE,Mazapiltepec de Juárez,1/1/22,
096,VER,Landero y Coss,1/1/22,
096,YUC,Tizimín,1/1/22,
097,CHP,Tonalá,1/1/22,
097,JAL,Tlajomulco de Zúñiga,1/1/22,
097,MEX,Texcaltitlán,1/1/22,
097,MIC,Turicato,1/1/22,
097,OAX,San Andrés Solaga,1/1/22,
097,PUE,Mixtla,1/1/22,
097,VER,Lerdo de Tejada,1/1/22,
097,YUC,Tunkás,1/1/22,
098,CHP,Totolapa,1/1/22,
098,JAL,San Pedro Tlaquepaque,1/1/22,
098,MEX,Texcalyacac,1/1/22,
098,MIC,Tuxpan,1/1/22,
098,OAX,San Andrés Teotilálpam,1/1/22,
098,PUE,Molcaxac,1/1/22,
098,VER,Magdalena,1/1/22,
098,YUC,Tzucacab,1/1/22,
099,CHP,La Trinitaria,1/1/22,
099,JAL,Tolimán,1/1/22,
099,MEX,Texcoco,1/1/22,
099,MIC,Tuzantla,1/1/22,
099,OAX,San Andrés Tepetlapa,1/1/22,
099,PUE,Cañada Morelos,1/1/22,
099,VER,Maltrata,1/1/22,
099,YUC,Uayma,1/1/22,
100,CHP,Tumbalá,1/1/22,
100,JAL,Tomatlán,1/1/22,
100,MEX,Tezoyuca,1/1/22,
100,MIC,Tzintzuntzan,1/1/22,
100,OAX,San Andrés Yaá,1/1/22,
100,PUE,Naupan,1/1/22,
100,VER,Manlio Fabio Altamirano,1/1/22,
100,YUC,Ucú,1/1/22,
101,CHP,Tuxtla Gutiérrez,1/1/22,
101,JAL,Tonalá,1/1/22,
101,MEX,Tianguistenco,1/1/22,
101,MIC,Tzitzio,1/1/22,
101,OAX,San Andrés Zabache,1/1/22,
101,PUE,Nauzontla,1/1/22,
101,VER,Mariano Escobedo,1/1/22,
101,YUC,Umán,1/1/22,
102,CHP,Tuxtla Chico,1/1/22,
102,JAL,Tonaya,1/1/22,
102,MEX,Timilpan,1/1/22,
102,MIC,Uruapan,1/1/22,
102,OAX,San Andrés Zautla,1/1/22,
102,PUE,Nealtican,1/1/22,
102,VER,Martínez de la Torre,1/1/22,
102,YUC,Valladolid,1/1/22,
103,CHP,Tuzantán,1/1/22,
103,JAL,Tonila,1/1/22,
103,MEX,Tlalmanalco,1/1/22,
103,MIC,Venustiano Carranza,1/1/22,
103,OAX,San Antonino Castillo Velasco,1/1/22,
103,PUE,Nicolás Bravo,1/1/22,
103,VER,Mecatlán,1/1/22,
103,YUC,Xocchel,1/1/22,
104,CHP,Tzimol,1/1/22,
104,JAL,Totatiche,1/1/22,
104,MEX,Tlalnepantla de Baz,1/1/22,
104,MIC,Villamar,1/1/22,
104,OAX,San Antonino el Alto,1/1/22,
104,PUE,Nopalucan,1/1/22,
104,VER,Mecayapan,1/1/22,
104,YUC,Yaxcabá,1/1/22,
105,CHP,Unión Juárez,1/1/22,
105,JAL,Tototlán,1/1/22,
105,MEX,Tlatlaya,1/1/22,
105,MIC,Vista Hermosa,1/1/22,
105,OAX,San Antonino Monte Verde,1/1/22,
105,PUE,Ocotepec,1/1/22,
105,VER,Medellín,1/1/22,
105,YUC,Yaxkukul,1/1/22,
106,CHP,Venustiano Carranza,1/1/22,
106,JAL,Tuxcacuesco,1/1/22,
106,MEX,Toluca,1/1/22,
106,MIC,Yurécuaro,1/1/22,
106,OAX,San Antonio Acutla,1/1/22,
106,PUE,Ocoyucan,1/1/22,
106,VER,Miahuatlán,1/1/22,
106,YUC,Yobaín,1/1/22,
107,CHP,Villa Corzo,1/1/22,
107,JAL,Tuxcueca,1/1/22,
107,MEX,Tonatico,1/1/22,
107,MIC,Zacapu,1/1/22,
107,OAX,San Antonio de la Cal,1/1/22,
107,PUE,Olintla,1/1/22,
107,VER,Las Minas,1/1/22,
108,CHP,Villaflores,1/1/22,
108,JAL,Tuxpan,1/1/22,
108,MEX,Tultepec,1/1/22,
108,MIC,Zamora,1/1/22,
108,OAX,San Antonio Huitepec,1/1/22,
108,PUE,Oriental,1/1/22,
108,VER,Minatitlán,1/1/22,
109,CHP,Yajalón,1/1/22,
109,JAL,Unión de San Antonio,1/1/22,
109,MEX,Tultitlán,1/1/22,
109,MIC,Zináparo,1/1/22,
109,OAX,San Antonio Nanahuatípam,1/1/22,
109,PUE,Pahuatlán,1/1/22,
109,VER,Misantla,1/1/22,
110,CHP,San Lucas,1/1/22,
110,JAL,Unión de Tula,1/1/22,
110,MEX,Valle de Bravo,1/1/22,
110,MIC,Zinapécuaro,1/1/22,
110,OAX,San Antonio Sinicahua,1/1/22,
110,PUE,Palmar de Bravo,1/1/22,
110,VER,Mixtla de Altamirano,1/1/22,
111,CHP,Zinacantán,1/1/22,
111,JAL,Valle de Guadalupe,1/1/22,
111,MEX,Villa de Allende,1/1/22,
111,MIC,Ziracuaretiro,1/1/22,
111,OAX,San Antonio Tepetlapa,1/1/22,
111,PUE,Pantepec,1/1/22,
111,VER,Moloacán,1/1/22,
112,CHP,San Juan Cancuc,1/1/22,
112,JAL,Valle de Juárez,1/1/22,
112,MEX,Villa del Carbón,1/1/22,
112,MIC,Zitácuaro,1/1/22,
112,OAX,San Baltazar Chichicápam,1/1/22,
112,PUE,Petlalcingo,1/1/22,
112,VER,Naolinco,1/1/22,
113,CHP,Aldama,1/1/22,
113,JAL,San Gabriel,1/1/22,
113,MEX,Villa Guerrero,1/1/22,
113,MIC,José Sixto Verduzco,1/1/22,
113,OAX,San Baltazar Loxicha,1/1/22,
113,PUE,Piaxtla,1/1/22,
113,VER,Naranjal,1/1/22,
114,CHP,Benemérito de las Américas,1/1/22,
114,JAL,Villa Corona,1/1/22,
114,MEX,Villa Victoria,1/1/22,
114,OAX,San Baltazar Yatzachi el Bajo,1/1/22,
114,PUE,Puebla,1/1/22,
114,VER,Nautla,1/1/22,
115,CHP,Maravilla Tenejapa,1/1/22,
115,JAL,Villa Guerrero,1/1/22,
115,MEX,Xonacatlán,1/1/22,
115,OAX,San Bartolo Coyotepec,1/1/22,
115,PUE,Quecholac,1/1/22,
115,VER,Nogales,1/1/22,
116,CHP,Marqués de Comillas,1/1/22,
116,JAL,Villa Hidalgo,1/1/22,
116,MEX,Zacazonapan,1/1/22,
116,OAX,San Bartolomé Ayautla,1/1/22,
116,PUE,Quimixtlán,1/1/22,
116,VER,Oluta,1/1/22,
117,CHP,Montecristo de Guerrero,1/1/22,
117,JAL,Cañadas de Obregón,1/1/22,
117,MEX,Zacualpan,1/1/22,
117,OAX,San Bartolomé Loxicha,1/1/22,
117,PUE,Rafael Lara Grajales,1/1/22,
117,VER,Omealca,1/1/22,
118,CHP,San Andrés Duraznal,1/1/22,
118,JAL,Yahualica de González Gallo,1/1/22,
118,MEX,Zinacantepec,1/1/22,
118,OAX,San Bartolomé Quialana,1/1/22,
118,PUE,Los Reyes de Juárez,1/1/22,
118,VER,Orizaba,1/1/22,
119,CHP,Santiago el Pinar,1/1/22,
119,JAL,Zacoalco de Torres,1/1/22,
119,MEX,Zumpahuacán,1/1/22,
119,OAX,San Bartolomé Yucuañe,1/1/22,
119,PUE,San Andrés Cholula,1/1/22,
119,VER,Otatitlán,1/1/22,
120,JAL,Zapopan,1/1/22,
120,MEX,Zumpango,1/1/22,
120,OAX,San Bartolomé Zoogocho,1/1/22,
120,PUE,San Antonio Cañada,1/1/22,
120,VER,Oteapan,1/1/22,
120,CHP,Capitán Luis Ángel Vidal,1/1/22,
121,JAL,Zapotiltic,1/1/22,
121,MEX,Cuautitlán Izcalli,1/1/22,
121,OAX,San Bartolo Soyaltepec,1/1/22,
121,PUE,San Diego la Mesa Tochimiltzingo,1/1/22,
121,VER,Ozuluama de Mascareñas,1/1/22,
121,CHP,Rincón Chamula San Pedro,1/1/22,
122,JAL,Zapotitlán de Vadillo,1/1/22,
122,MEX,Valle de Chalco Solidaridad,1/1/22,
122,OAX,San Bartolo Yautepec,1/1/22,
122,PUE,San Felipe Teotlalcingo,1/1/22,
122,VER,Pajapan,1/1/22,
122,CHP,El Parral,1/1/22,
123,JAL,Zapotlán del Rey,1/1/22,
123,MEX,Luvianos,1/1/22,
123,OAX,San Bernardo Mixtepec,1/1/22,
123,PUE,San Felipe Tepatlán,1/1/22,
123,VER,Pánuco,1/1/22,
123,CHP,Emiliano Zapata,1/1/22,
124,JAL,Zapotlanejo,1/1/22,
124,MEX,San José del Rincón,1/1/22,
124,OAX,San Blas Atempa,1/1/22,
124,PUE,San Gabriel Chilac,1/1/22,
124,VER,Papantla,1/1/22,
124,CHP,Mezcalapa,1/1/22,
125,JAL,San Ignacio Cerro Gordo,1/1/22,
125,MEX,Tonanitla,1/1/22,
125,OAX,San Carlos Yautepec,1/1/22,
125,PUE,San Gregorio Atzompa,1/1/22,
125,VER,Paso del Macho,1/1/22,
126,OAX,San Cristóbal Amatlán,1/1/22,
126,PUE,San Jerónimo Tecuanipan,1/1/22,
126,VER,Paso de Ovejas,1/1/22,
127,OAX,San Cristóbal Amoltepec,1/1/22,
127,PUE,San Jerónimo Xayacatlán,1/1/22,
127,VER,La Perla,1/1/22,
128,OAX,San Cristóbal Lachirioag,1/1/22,
128,PUE,San José Chiapa,1/1/22,
128,VER,Perote,1/1/22,
129,OAX,San Cristóbal Suchixtlahuaca,1/1/22,
129,PUE,San José Miahuatlán,1/1/22,
129,VER,Platón Sánchez,1/1/22,
130,OAX,San Dionisio del Mar,1/1/22,
130,PUE,San Juan Atenco,1/1/22,
130,VER,Playa Vicente,1/1/22,
131,OAX,San Dionisio Ocotepec,1/1/22,
131,PUE,San Juan Atzompa,1/1/22,
131,VER,Poza Rica de Hidalgo,1/1/22,
132,OAX,San Dionisio Ocotlán,1/1/22,
132,PUE,San Martín Texmelucan,1/1/22,
132,VER,Las Vigas de Ramírez,1/1/22,
133,OAX,San Esteban Atatlahuca,1/1/22,
133,PUE,San Martín Totoltepec,1/1/22,
133,VER,Pueblo Viejo,1/1/22,
134,OAX,San Felipe Jalapa de Díaz,1/1/22,
134,PUE,San Matías Tlalancaleca,1/1/22,
134,VER,Puente Nacional,1/1/22,
135,OAX,San Felipe Tejalápam,1/1/22,
135,PUE,San Miguel Ixitlán,1/1/22,
135,VER,Rafael Delgado,1/1/22,
136,OAX,San Felipe Usila,1/1/22,
136,PUE,San Miguel Xoxtla,1/1/22,
136,VER,Rafael Lucio,1/1/22,
137,OAX,San Francisco Cahuacuá,1/1/22,
137,PUE,San Nicolás Buenos Aires,1/1/22,
137,VER,Los Reyes,1/1/22,
138,OAX,San Francisco Cajonos,1/1/22,
138,PUE,San Nicolás de los Ranchos,1/1/22,
138,VER,Río Blanco,1/1/22,
139,OAX,San Francisco Chapulapa,1/1/22,
139,PUE,San Pablo Anicano,1/1/22,
139,VER,Saltabarranca,1/1/22,
140,OAX,San Francisco Chindúa,1/1/22,
140,PUE,San Pedro Cholula,1/1/22,
140,VER,San Andrés Tenejapan,1/1/22,
141,OAX,San Francisco del Mar,1/1/22,
141,PUE,San Pedro Yeloixtlahuaca,1/1/22,
141,VER,San Andrés Tuxtla,1/1/22,
142,OAX,San Francisco Huehuetlán,1/1/22,
142,PUE,San Salvador el Seco,1/1/22,
142,VER,San Juan Evangelista,1/1/22,
143,OAX,San Francisco Ixhuatán,1/1/22,
143,PUE,San Salvador el Verde,1/1/22,
143,VER,Santiago Tuxtla,1/1/22,
144,OAX,San Francisco Jaltepetongo,1/1/22,
144,PUE,San Salvador Huixcolotla,1/1/22,
144,VER,Sayula de Alemán,1/1/22,
145,OAX,San Francisco Lachigoló,1/1/22,
145,PUE,San Sebastián Tlacotepec,1/1/22,
145,VER,Soconusco,1/1/22,
146,OAX,San Francisco Logueche,1/1/22,
146,PUE,Santa Catarina Tlaltempan,1/1/22,
146,VER,Sochiapa,1/1/22,
147,OAX,San Francisco Nuxaño,1/1/22,
147,PUE,Santa Inés Ahuatempan,1/1/22,
147,VER,Soledad Atzompa,1/1/22,
148,OAX,San Francisco Ozolotepec,1/1/22,
148,PUE,Santa Isabel Cholula,1/1/22,
148,VER,Soledad de Doblado,1/1/22,
149,OAX,San Francisco Sola,1/1/22,
149,PUE,Santiago Miahuatlán,1/1/22,
149,VER,Soteapan,1/1/22,
150,OAX,San Francisco Telixtlahuaca,1/1/22,
150,PUE,Huehuetlán el Grande,1/1/22,
150,VER,Tamalín,1/1/22,
151,OAX,San Francisco Teopan,1/1/22,
151,PUE,Santo Tomás Hueyotlipan,1/1/22,
151,VER,Tamiahua,1/1/22,
152,OAX,San Francisco Tlapancingo,1/1/22,
152,PUE,Soltepec,1/1/22,
152,VER,Tampico Alto,1/1/22,
153,OAX,San Gabriel Mixtepec,1/1/22,
153,PUE,Tecali de Herrera,1/1/22,
153,VER,Tancoco,1/1/22,
154,OAX,San Ildefonso Amatlán,1/1/22,
154,PUE,Tecamachalco,1/1/22,
154,VER,Tantima,1/1/22,
155,OAX,San Ildefonso Sola,1/1/22,
155,PUE,Tecomatlán,1/1/22,
155,VER,Tantoyuca,1/1/22,
156,OAX,San Ildefonso Villa Alta,1/1/22,
156,PUE,Tehuacán,1/1/22,
156,VER,Tatatila,1/1/22,
157,OAX,San Jacinto Amilpas,1/1/22,
157,PUE,Tehuitzingo,1/1/22,
157,VER,Castillo de Teayo,1/1/22,
158,OAX,San Jacinto Tlacotepec,1/1/22,
158,PUE,Tenampulco,1/1/22,
158,VER,Tecolutla,1/1/22,
159,OAX,San Jerónimo Coatlán,1/1/22,
159,PUE,Teopantlán,1/1/22,
159,VER,Tehuipango,1/1/22,
160,OAX,San Jerónimo Silacayoapilla,1/1/22,
160,PUE,Teotlalco,1/1/22,
160,VER,Álamo Temapache,1/1/22,
161,OAX,San Jerónimo Sosola,1/1/22,
161,PUE,Tepanco de López,1/1/22,
161,VER,Tempoal,1/1/22,
162,OAX,San Jerónimo Taviche,1/1/22,
162,PUE,Tepango de Rodríguez,1/1/22,
162,VER,Tenampa,1/1/22,
163,OAX,San Jerónimo Tecóatl,1/1/22,
163,PUE,Tepatlaxco de Hidalgo,1/1/22,
163,VER,Tenochtitlán,1/1/22,
164,OAX,San Jorge Nuchita,1/1/22,
164,PUE,Tepeaca,1/1/22,
164,VER,Teocelo,1/1/22,
165,OAX,San José Ayuquila,1/1/22,
165,PUE,Tepemaxalco,1/1/22,
165,VER,Tepatlaxco,1/1/22,
166,OAX,San José Chiltepec,1/1/22,
166,PUE,Tepeojuma,1/1/22,
166,VER,Tepetlán,1/1/22,
167,OAX,San José del Peñasco,1/1/22,
167,PUE,Tepetzintla,1/1/22,
167,VER,Tepetzintla,1/1/22,
168,OAX,San José Estancia Grande,1/1/22,
168,PUE,Tepexco,1/1/22,
168,VER,Tequila,1/1/22,
169,OAX,San José Independencia,1/1/22,
169,PUE,Tepexi de Rodríguez,1/1/22,
169,VER,José Azueta,1/1/22,
170,OAX,San José Lachiguiri,1/1/22,
170,PUE,Tepeyahualco,1/1/22,
170,VER,Texcatepec,1/1/22,
171,OAX,San José Tenango,1/1/22,
171,PUE,Tepeyahualco de Cuauhtémoc,1/1/22,
171,VER,Texhuacán,1/1/22,
172,OAX,San Juan Achiutla,1/1/22,
172,PUE,Tetela de Ocampo,1/1/22,
172,VER,Texistepec,1/1/22,
173,OAX,San Juan Atepec,1/1/22,
173,PUE,Teteles de Avila Castillo,1/1/22,
173,VER,Tezonapa,1/1/22,
174,OAX,Ánimas Trujano,1/1/22,
174,PUE,Teziutlán,1/1/22,
174,VER,Tierra Blanca,1/1/22,
175,OAX,San Juan Bautista Atatlahuca,1/1/22,
175,PUE,Tianguismanalco,1/1/22,
175,VER,Tihuatlán,1/1/22,
176,OAX,San Juan Bautista Coixtlahuaca,1/1/22,
176,PUE,Tilapa,1/1/22,
176,VER,Tlacojalpan,1/1/22,
177,OAX,San Juan Bautista Cuicatlán,1/1/22,
177,PUE,Tlacotepec de Benito Juárez,1/1/22,
177,VER,Tlacolulan,1/1/22,
178,OAX,San Juan Bautista Guelache,1/1/22,
178,PUE,Tlacuilotepec,1/1/22,
178,VER,Tlacotalpan,1/1/22,
179,OAX,San Juan Bautista Jayacatlán,1/1/22,
179,PUE,Tlachichuca,1/1/22,
179,VER,Tlacotepec de Mejía,1/1/22,
180,OAX,San Juan Bautista Lo de Soto,1/1/22,
180,PUE,Tlahuapan,1/1/22,
180,VER,Tlachichilco,1/1/22,
181,OAX,San Juan Bautista Suchitepec,1/1/22,
181,PUE,Tlaltenango,1/1/22,
181,VER,Tlalixcoyan,1/1/22,
182,OAX,San Juan Bautista Tlacoatzintepec,1/1/22,
182,PUE,Tlanepantla,1/1/22,
182,VER,Tlalnelhuayocan,1/1/22,
183,OAX,San Juan Bautista Tlachichilco,1/1/22,
183,PUE,Tlaola,1/1/22,
183,VER,Tlapacoyan,1/1/22,
184,OAX,San Juan Bautista Tuxtepec,1/1/22,
184,PUE,Tlapacoya,1/1/22,
184,VER,Tlaquilpa,1/1/22,
185,OAX,San Juan Cacahuatepec,1/1/22,
185,PUE,Tlapanalá,1/1/22,
185,VER,Tlilapan,1/1/22,
186,OAX,San Juan Cieneguilla,1/1/22,
186,PUE,Tlatlauquitepec,1/1/22,
186,VER,Tomatlán,1/1/22,
187,OAX,San Juan Coatzóspam,1/1/22,
187,PUE,Tlaxco,1/1/22,
187,VER,Tonayán,1/1/22,
188,OAX,San Juan Colorado,1/1/22,
188,PUE,Tochimilco,1/1/22,
188,VER,Totutla,1/1/22,
189,OAX,San Juan Comaltepec,1/1/22,
189,PUE,Tochtepec,1/1/22,
189,VER,Tuxpan,1/1/22,
190,OAX,San Juan Cotzocón,1/1/22,
190,PUE,Totoltepec de Guerrero,1/1/22,
190,VER,Tuxtilla,1/1/22,
191,OAX,San Juan Chicomezúchil,1/1/22,
191,PUE,Tulcingo,1/1/22,
191,VER,Ursulo Galván,1/1/22,
192,OAX,San Juan Chilateca,1/1/22,
192,PUE,Tuzamapan de Galeana,1/1/22,
192,VER,Vega de Alatorre,1/1/22,
193,OAX,San Juan del Estado,1/1/22,
193,PUE,Tzicatlacoyan,1/1/22,
193,VER,Veracruz,1/1/22,
194,OAX,San Juan del Río,1/1/22,
194,PUE,Venustiano Carranza,1/1/22,
194,VER,Villa Aldama,1/1/22,
